Design,nRAS,nBTBEntries,nBHTEntries,nICacheSets,nICacheWays,nICacheTLBWays,MulDivUnroll,useVM,nDCacheSets,nDCacheWays,nDCacheTLBWays,nMSHRs,chipfinish_Total_Area,cts_Total_Area,floorplan_Total_Area,placement_Total_Area,route_Total_Area,chipfinish_Fast_Total_Power(nW),chipfinish_Slow_Total_Power(nW),chipfinish_Typical_Total_Power(nW),cts_Fast_Total_Power(nW),cts_Slow_Total_Power(nW),cts_Typical_Total_Power(nW),floorplan_Fast_Total_Power(nW),floorplan_Slow_Total_Power(nW),floorplan_Typical_Total_Power(nW),placement_Fast_Total_Power(nW),placement_Slow_Total_Power(nW),placement_Typical_Total_Power(nW),route_Fast_Total_Power(nW),route_Slow_Total_Power(nW),route_Typical_Total_Power(nW),chipfinish_FUNC_Fast_(Setup)_WNS,chipfinish_FUNC_Slow_(Setup)_WNS,chipfinish_FUNC_Typical_(Setup)_WNS,cts_FUNC_Fast_(Setup)_WNS,cts_FUNC_Slow_(Setup)_WNS,cts_FUNC_Typical_(Setup)_WNS,floorplan_FUNC_Fast_(Setup)_WNS,floorplan_FUNC_Slow_(Setup)_WNS,floorplan_FUNC_Typical_(Setup)_WNS,floorplan.zwlm_FUNC_Fast_(Setup)_WNS,floorplan.zwlm_FUNC_Slow_(Setup)_WNS,floorplan.zwlm_FUNC_Typical_(Setup)_WNS,placement_FUNC_Fast_(Setup)_WNS,placement_FUNC_Slow_(Setup)_WNS,placement_FUNC_Typical_(Setup)_WNS,route_FUNC_Fast_(Setup)_WNS,route_FUNC_Slow_(Setup)_WNS,route_FUNC_Typical_(Setup)_WNS,route.no_si_FUNC_Fast_(Setup)_WNS,route.no_si_FUNC_Slow_(Setup)_WNS,route.no_si_FUNC_Typical_(Setup)_WNS,Frequency
RocketTile_37,12.0,56.0,1024.0,64.0,2.0,4.0,8.0,0.0,32.0,4.0,4.0,2.0,45869.423,45869.423,45869.423,45869.423,45869.423,24450000.0,10898000.0,15231000.0,24206000.0,10811000.0,15080000.0,567770000.0,374320000.0,463650000.0,567220000.0,374480000.0,463610000.0,24443000.0,10895000.0,15227000.0,0.3846,-0.0684,0.259,0.415,-0.0021,0.2889,-187.5064,-373.5847,-227.7085,0.39,-0.4693,0.1449,0.4204,0.0,0.2839,0.3848,-0.0548,0.26,0.4502,-0.0285,0.3215,800
RocketTile_38,0.0,28.0,0.0,32.0,1.0,24.0,8.0,0.0,64.0,2.0,12.0,3.0,31533.768,31533.768,31533.768,31533.768,31533.768,16149000.0,7136800.0,10148000.0,16007000.0,7075300.0,10054000.0,16705000.0,6693000.0,9825200.0,16174000.0,6716700.0,9771000.0,16144000.0,7134900.0,10145000.0,0.3802,-0.0664,0.262,0.457,0.0,0.3161,-0.3897,-1.6462,-0.7727,0.3673,-0.4483,0.1412,0.449,-0.0,0.3017,0.3835,-0.0584,0.2627,0.4894,-0.0211,0.3588,800
RocketTile_39,3.0,56.0,0.0,64.0,1.0,32.0,8.0,0.0,32.0,2.0,32.0,2.0,29050.9848,29050.9848,29050.9848,29050.9848,29050.9848,14348000.0,6248200.0,8874200.0,14194000.0,6187100.0,8773500.0,14760000.0,5809600.0,8506900.0,14266000.0,5828400.0,8456600.0,14344000.0,6246800.0,8871800.0,0.4453,-0.0602,0.3154,0.4715,0.0,0.334,-0.2383,-1.378,-0.5903,0.3612,-0.4483,0.135,0.4385,-0.0002,0.298,0.4509,-0.0564,0.3192,0.5014,-0.0274,0.3637,800
RocketTile_40,9.0,42.0,256.0,64.0,2.0,32.0,4.0,1.0,64.0,4.0,16.0,2.0,53554.5187,53554.5187,53554.5187,53554.5187,53554.5187,24791000.0,10424000.0,14789000.0,24544000.0,10319000.0,14621000.0,25326000.0,9667400.0,14174000.0,24847000.0,9705500.0,14141000.0,24783000.0,10421000.0,14784000.0,0.3627,-0.0504,0.2398,0.3781,-0.0,0.2633,-0.3142,-1.5008,-0.6695,0.373,-0.4689,0.1347,0.4298,-0.0019,0.291,0.3659,-0.0457,0.2404,0.4579,-0.0231,0.3362,800
RocketTile_41,3.0,0.0,256.0,32.0,2.0,4.0,8.0,0.0,64.0,2.0,12.0,3.0,36089.9194,36089.9194,36089.9194,36089.9194,36089.9194,18820000.0,8338100.0,11821000.0,18671000.0,8277900.0,11723000.0,19252000.0,7862400.0,11426000.0,18784000.0,7901300.0,11401000.0,18815000.0,8336000.0,11818000.0,0.4518,-0.0597,0.3166,0.4408,-0.0,0.31,-0.2836,-1.3406,-0.6005,0.3719,-0.4273,0.1485,0.4476,-0.0001,0.3061,0.4541,-0.057,0.3217,0.4768,-0.0263,0.3363,800
RocketTile_42,9.0,0.0,1024.0,64.0,4.0,24.0,8.0,1.0,64.0,4.0,4.0,1.0,62563.2638,62563.2638,62563.2638,62563.2638,62563.2638,28233000.0,11679000.0,16518000.0,28012000.0,11587000.0,16371000.0,28320000.0,10925000.0,15787000.0,27930000.0,10981000.0,15787000.0,28223000.0,11676000.0,16512000.0,0.3692,-0.136,0.248,0.4248,-0.0001,0.2877,-0.304,-1.5287,-0.6882,0.3633,-0.4363,0.1422,0.4319,-0.0004,0.2934,0.3707,-0.1213,0.2493,0.4515,-0.0382,0.3171,800
RocketTile_43,3.0,56.0,1024.0,32.0,2.0,16.0,8.0,0.0,64.0,2.0,16.0,1.0,36289.6747,36289.6747,36289.6747,36289.6747,36289.6747,18571000.0,7973300.0,11251000.0,18463000.0,7901000.0,11150000.0,561850000.0,371530000.0,459780000.0,561310000.0,371690000.0,459740000.0,18565000.0,7971300.0,11248000.0,0.423,-0.0583,0.2942,0.4373,-0.0,0.3037,-187.2323,-373.2172,-227.5246,0.3823,-0.4452,0.1541,0.4341,-0.0001,0.3009,0.4261,-0.0497,0.2939,0.4655,-0.0284,0.3246,800
RocketTile_44,0.0,56.0,1024.0,64.0,4.0,20.0,8.0,0.0,64.0,1.0,16.0,1.0,44356.7707,44356.7707,44356.7707,44356.7707,44356.7707,20348000.0,8314800.0,11858000.0,20231000.0,8261700.0,11777000.0,20753000.0,7845200.0,11462000.0,20248000.0,7861100.0,11406000.0,20341000.0,8312100.0,11854000.0,0.377,-0.0689,0.2568,0.4088,-0.0001,0.2835,-0.3883,-1.6924,-0.7911,0.386,-0.4521,0.1537,0.4112,-0.0004,0.299,0.3789,-0.0639,0.2588,0.459,-0.0339,0.3396,800
RocketTile_45,12.0,42.0,128.0,64.0,2.0,12.0,4.0,0.0,64.0,4.0,20.0,3.0,51731.905,51731.905,51731.905,51731.905,51731.905,24816000.0,10597000.0,15041000.0,24601000.0,10517000.0,14910000.0,25150000.0,9951400.0,14473000.0,24672000.0,10002000.0,14455000.0,24809000.0,10594000.0,15036000.0,0.3611,-0.0872,0.2421,0.4274,0.0,0.2935,-0.3349,-1.544,-0.7059,0.3729,-0.4699,0.1359,0.3868,-0.0011,0.2685,0.3637,-0.0581,0.2451,0.4671,-0.0255,0.3445,800
RocketTile_46,6.0,28.0,1024.0,32.0,1.0,4.0,8.0,0.0,64.0,1.0,8.0,1.0,25874.4888,25874.4888,25874.4888,25874.4888,25874.4888,13819000.0,5812700.0,8302100.0,13648000.0,5730600.0,8178000.0,556970000.0,369420000.0,456870000.0,556370000.0,369530000.0,456770000.0,13814000.0,5810600.0,8298800.0,0.4536,-0.049,0.3227,0.4723,-0.0,0.3255,-187.357,-373.3582,-227.565,0.3822,-0.4433,0.1558,0.4492,-0.0001,0.305,0.4541,-0.043,0.325,0.5039,-0.0259,0.3566,800
RocketTile_47,3.0,28.0,128.0,32.0,4.0,12.0,8.0,0.0,32.0,2.0,28.0,3.0,43595.5608,43595.5608,43595.5608,43595.5608,43595.5608,25168000.0,11505000.0,16113000.0,24996000.0,11431000.0,15996000.0,25550000.0,10870000.0,15560000.0,25017000.0,10921000.0,15532000.0,25160000.0,11501000.0,16108000.0,0.3107,-0.055,0.2032,0.3856,-0.0,0.2704,-0.3516,-1.5758,-0.7294,0.3665,-0.5063,0.1176,0.4213,0.0,0.2983,0.3129,-0.047,0.2021,0.4319,-0.0308,0.3197,800
RocketTile_48,0.0,56.0,256.0,32.0,2.0,32.0,4.0,1.0,64.0,1.0,4.0,1.0,31057.1842,31057.1842,31057.1842,31057.1842,31057.1842,14782000.0,6156100.0,8849100.0,14578000.0,6071200.0,8709600.0,15131000.0,5555400.0,8294600.0,14675000.0,5599100.0,8265900.0,14778000.0,6154600.0,8846600.0,0.4508,-0.0579,0.3155,0.4709,0.0001,0.3302,-0.2847,-1.5157,-0.6686,0.3816,-0.4479,0.1575,0.4516,0.0,0.3147,0.4532,-0.0539,0.3188,0.5158,-0.0235,0.366,800
RocketTile_49,0.0,0.0,0.0,64.0,1.0,12.0,8.0,1.0,64.0,1.0,8.0,1.0,27925.9142,27925.9142,27925.9142,27925.9142,27925.9142,12228000.0,4813000.0,7044400.0,11948000.0,4726100.0,6880600.0,12655000.0,4310200.0,6607700.0,12153000.0,4337800.0,6558800.0,12221000.0,4810000.0,7040000.0,0.4277,-0.0594,0.2902,0.4707,0.0,0.3303,-0.2817,-1.6433,-0.6992,0.3816,-0.448,0.1568,0.4421,-0.0,0.3002,0.4299,-0.0553,0.2934,0.4823,-0.0279,0.3466,800
RocketTile_50,0.0,14.0,0.0,32.0,1.0,16.0,4.0,1.0,64.0,4.0,4.0,3.0,44602.272,44602.272,44602.272,44602.272,44602.272,22247000.0,9754100.0,13856000.0,22011000.0,9661100.0,13707000.0,22655000.0,9154400.0,13332000.0,22123000.0,9182900.0,13279000.0,22239000.0,9750500.0,13851000.0,0.4043,-0.06,0.2778,0.4382,-0.0,0.2995,-0.2671,-1.4883,-0.6339,0.3788,-0.4206,0.1696,0.4367,-0.0004,0.3043,0.4051,-0.0527,0.2809,0.4802,-0.0269,0.348,800
RocketTile_51,9.0,0.0,1024.0,64.0,1.0,12.0,8.0,0.0,32.0,1.0,12.0,2.0,25370.2714,25370.2714,25370.2714,25370.2714,25370.2714,12508000.0,5292000.0,7642700.0,12352000.0,5232700.0,7543200.0,12949000.0,4842100.0,7257400.0,12311000.0,4860700.0,7183200.0,12506000.0,5291500.0,7641700.0,0.4722,-0.0568,0.3279,0.4815,0.0,0.3339,-0.21,-1.4106,-0.5694,0.3664,-0.4448,0.1443,0.4532,-0.0005,0.3114,0.4757,-0.0517,0.331,0.5096,-0.0298,0.3611,800
RocketTile_52,9.0,14.0,256.0,64.0,1.0,12.0,8.0,0.0,64.0,2.0,4.0,2.0,33217.776,33217.776,33217.776,33217.776,33217.776,15757000.0,6622400.0,9479600.0,15564000.0,6545800.0,9354300.0,16245000.0,6164400.0,9106400.0,15703000.0,6171600.0,9036700.0,15749000.0,6619000.0,9474400.0,0.4289,-0.0723,0.3042,0.4655,-0.0,0.3219,-0.2385,-1.4706,-0.5938,0.3905,-0.4303,0.1655,0.4439,-0.001,0.2914,0.431,-0.0626,0.3073,0.4915,-0.0209,0.3417,800
RocketTile_53,6.0,14.0,128.0,32.0,1.0,12.0,4.0,1.0,32.0,4.0,20.0,3.0,39870.3053,39870.3053,39870.3053,39870.3053,39870.3053,22063000.0,10113000.0,14172000.0,21840000.0,10016000.0,14021000.0,22531000.0,9452100.0,13635000.0,22017000.0,9476700.0,13580000.0,22057000.0,10110000.0,14168000.0,0.3878,-0.0858,0.2577,0.4122,-0.0,0.2837,-0.3266,-1.5605,-0.7028,0.3781,-0.5249,0.1195,0.4347,-0.0001,0.3037,0.3899,-0.0481,0.2608,0.4556,-0.0307,0.3183,800
RocketTile_54,9.0,28.0,0.0,64.0,2.0,24.0,4.0,1.0,32.0,2.0,24.0,2.0,38299.8413,38299.8413,38299.8413,38299.8413,38299.8413,18989000.0,8014400.0,11514000.0,18732000.0,7929200.0,11360000.0,19293000.0,7407500.0,10934000.0,18814000.0,7446200.0,10900000.0,18983000.0,8012200.0,11510000.0,0.4013,-0.0676,0.2758,0.4432,-0.0,0.3103,-0.1897,-1.3447,-0.5394,0.3933,-0.4497,0.157,0.4344,-0.0001,0.2949,0.4044,-0.0511,0.2783,0.4658,-0.0316,0.3337,800
RocketTile_55,3.0,56.0,512.0,32.0,1.0,8.0,4.0,1.0,32.0,1.0,8.0,3.0,30035.8354,30035.8354,30035.8354,30035.8354,30035.8354,17670000.0,7783800.0,11225000.0,17432000.0,7675500.0,11047000.0,18238000.0,7116400.0,10640000.0,17629000.0,7135400.0,10567000.0,17667000.0,7781500.0,11222000.0,0.4492,-0.0673,0.3193,0.4445,0.0,0.3131,-0.3216,-1.5229,-0.677,0.3733,-0.4745,0.1369,0.4526,-0.0003,0.3139,0.4515,-0.0599,0.3211,0.4917,-0.0281,0.345,800
RocketTile_56,0.0,28.0,256.0,64.0,1.0,16.0,8.0,0.0,64.0,1.0,8.0,3.0,28201.32,28201.32,28201.32,28201.32,28201.32,14445000.0,6208600.0,8969400.0,14304000.0,6147300.0,8873100.0,14984000.0,5795900.0,8669300.0,14510000.0,5812200.0,8619300.0,14440000.0,6207100.0,8966800.0,0.4532,-0.0538,0.327,0.4629,0.0,0.3291,-0.3211,-1.5323,-0.6925,0.3642,-0.4681,0.1356,0.4308,-0.0035,0.2875,0.4552,-0.0479,0.3301,0.4827,-0.0252,0.3532,800
RocketTile_57,12.0,28.0,256.0,32.0,4.0,8.0,4.0,1.0,64.0,1.0,4.0,2.0,42817.333,42817.333,42817.333,42817.333,42817.333,23524000.0,10355000.0,14635000.0,23314000.0,10259000.0,14482000.0,23894000.0,9603400.0,13976000.0,23421000.0,9661700.0,13964000.0,23516000.0,10352000.0,14630000.0,0.3884,-0.0769,0.2599,0.3796,0.0001,0.2584,-0.1973,-1.4732,-0.5662,0.3827,-0.4472,0.171,0.4356,-0.0004,0.2962,0.3878,-0.0776,0.2589,0.4508,-0.0255,0.3144,800
RocketTile_58,3.0,28.0,0.0,32.0,2.0,4.0,4.0,1.0,32.0,4.0,12.0,3.0,43158.1838,43158.1838,43158.1838,43158.1838,43158.1838,24018000.0,10977000.0,15408000.0,23744000.0,10895000.0,15254000.0,24184000.0,10316000.0,14766000.0,23760000.0,10365000.0,14752000.0,24011000.0,10975000.0,15404000.0,0.435,-0.0518,0.3036,0.4716,-0.0,0.3273,-0.3029,-1.5419,-0.6685,0.3872,-0.4479,0.1574,0.4279,-0.0003,0.2928,0.4375,-0.0456,0.3065,0.4968,-0.0291,0.3525,800
RocketTile_59,3.0,42.0,512.0,64.0,2.0,16.0,4.0,0.0,64.0,4.0,4.0,3.0,51809.7168,51809.7168,51809.7168,51809.7168,51809.7168,25696000.0,11052000.0,15656000.0,25478000.0,10969000.0,15517000.0,26017000.0,10405000.0,15057000.0,25534000.0,10430000.0,15021000.0,25686000.0,11048000.0,15650000.0,0.4087,-0.0659,0.2839,0.4473,-0.0,0.3153,-0.2683,-1.4796,-0.6236,0.3686,-0.4902,0.1208,0.4165,-0.0001,0.2874,0.4098,-0.0624,0.286,0.4895,-0.0221,0.3515,800
RocketTile_60,12.0,0.0,0.0,64.0,2.0,28.0,4.0,0.0,32.0,1.0,8.0,3.0,32918.8406,32918.8406,32918.8406,32918.8406,32918.8406,17330000.0,7435200.0,10701000.0,17144000.0,7373700.0,10596000.0,17723000.0,6950600.0,10284000.0,17158000.0,6978400.0,10232000.0,17325000.0,7432900.0,10698000.0,0.4286,-0.0526,0.3078,0.4591,0.0,0.3233,-0.2784,-1.4714,-0.657,0.354,-0.4338,0.1341,0.4397,-0.0,0.3033,0.431,-0.0462,0.3103,0.5035,-0.028,0.3581,800
RocketTile_61,9.0,28.0,128.0,64.0,2.0,28.0,4.0,1.0,32.0,1.0,24.0,2.0,36154.9267,36154.9267,36154.9267,36154.9267,36154.9267,18029000.0,7429500.0,10786000.0,17781000.0,7328300.0,10614000.0,18480000.0,6761800.0,10197000.0,17975000.0,6811000.0,10166000.0,18023000.0,7427400.0,10783000.0,0.4259,-0.0537,0.3056,0.4455,0.0,0.3158,-0.2637,-1.5007,-0.6349,0.4016,-0.4418,0.1648,0.4352,-0.0001,0.2991,0.4286,-0.0481,0.3081,0.4824,-0.0219,0.3502,800
RocketTile_62,3.0,56.0,128.0,64.0,4.0,20.0,4.0,0.0,64.0,2.0,8.0,3.0,54179.7768,54179.7768,54179.7768,54179.7768,54179.7768,27119000.0,11452000.0,16348000.0,26914000.0,11367000.0,16213000.0,27550000.0,10804000.0,15796000.0,27045000.0,10847000.0,15762000.0,27109000.0,11448000.0,16342000.0,0.2998,-0.0681,0.1849,0.3773,0.0001,0.2643,-0.401,-1.8076,-0.812,0.3991,-0.4339,0.1612,0.3966,-0.0013,0.2787,0.3095,-0.0631,0.1912,0.3821,-0.0241,0.2681,800
RocketTile_63,9.0,28.0,1024.0,64.0,1.0,12.0,4.0,0.0,32.0,2.0,28.0,3.0,32707.9771,32707.9771,32707.9771,32707.9771,32707.9771,19391000.0,8618700.0,12230000.0,19283000.0,8539000.0,12127000.0,562630000.0,372150000.0,460750000.0,562010000.0,372270000.0,460670000.0,19383000.0,8615000.0,12224000.0,0.4113,-0.0702,0.2823,0.4591,-0.0,0.3187,-187.3694,-373.8148,-227.787,0.3642,-0.4528,0.1369,0.4176,-0.0002,0.2835,0.4153,-0.0669,0.2871,0.4704,-0.0263,0.3377,800
RocketTile_64,3.0,56.0,0.0,64.0,1.0,16.0,8.0,1.0,32.0,4.0,24.0,2.0,39266.388,39266.388,39266.388,39266.388,39266.388,20114000.0,8768900.0,12499000.0,19799000.0,8680300.0,12321000.0,20137000.0,8177100.0,11818000.0,19676000.0,8223000.0,11795000.0,20106000.0,8765300.0,12494000.0,0.4313,-0.0571,0.2953,0.451,-0.0,0.3169,-0.3156,-1.6173,-0.6807,0.3805,-0.4381,0.1602,0.4512,-0.0001,0.3155,0.4343,-0.053,0.3005,0.4714,-0.0265,0.3392,800
RocketTile_65,9.0,28.0,128.0,32.0,1.0,32.0,8.0,1.0,32.0,4.0,8.0,2.0,39452.0803,39452.0803,39452.0803,39452.0803,39452.0803,20589000.0,9196300.0,12936000.0,20324000.0,9094900.0,12768000.0,21047000.0,8539400.0,12375000.0,20482000.0,8563200.0,12305000.0,20580000.0,9191600.0,12930000.0,0.4243,-0.0624,0.2896,0.453,0.0,0.3099,-0.2972,-1.5755,-0.6865,0.3902,-0.4354,0.1698,0.428,-0.0006,0.2948,0.4243,-0.0592,0.2898,0.4736,-0.0231,0.3312,800
RocketTile_66,6.0,42.0,0.0,64.0,4.0,20.0,8.0,0.0,64.0,1.0,20.0,2.0,45669.1752,45669.1752,45669.1752,45669.1752,45669.1752,22057000.0,9148800.0,13098000.0,21891000.0,9086700.0,12997000.0,22444000.0,8652500.0,12665000.0,21934000.0,8679800.0,12621000.0,22050000.0,9145600.0,13093000.0,0.3712,-0.0555,0.2618,0.4206,0.0,0.292,-0.4404,-1.7836,-0.8541,0.3699,-0.4405,0.1461,0.4301,-0.0005,0.2883,0.3743,-0.0484,0.2665,0.4721,-0.0244,0.3424,800
RocketTile_67,6.0,42.0,1024.0,64.0,2.0,4.0,8.0,0.0,32.0,4.0,28.0,2.0,45420.7738,45420.7738,45420.7738,45420.7738,45420.7738,24248000.0,10859000.0,15132000.0,24052000.0,10775000.0,15001000.0,567600000.0,374310000.0,463600000.0,567030000.0,374420000.0,463520000.0,24241000.0,10856000.0,15127000.0,0.37,-0.0588,0.2551,0.4158,0.0,0.2873,-187.4655,-373.7021,-227.7251,0.3797,-0.4582,0.1408,0.4236,-0.0001,0.2839,0.3709,-0.0462,0.261,0.4473,-0.0394,0.3076,800
RocketTile_68,6.0,14.0,0.0,32.0,4.0,4.0,4.0,1.0,64.0,4.0,12.0,2.0,56434.5144,56434.5144,56434.5144,56434.5144,56434.5144,28465000.0,12616000.0,17626000.0,28217000.0,12532000.0,17485000.0,28639000.0,11881000.0,16948000.0,28260000.0,11935000.0,16948000.0,28458000.0,12613000.0,17621000.0,0.3588,-0.0556,0.2509,0.4149,0.0,0.2802,-0.3102,-1.5667,-0.7014,0.3809,-0.4494,0.1575,0.4284,-0.0001,0.2983,0.3614,-0.044,0.2524,0.4291,-0.0282,0.3009,800
RocketTile_69,9.0,28.0,128.0,32.0,1.0,8.0,4.0,1.0,64.0,2.0,20.0,2.0,34181.532,34181.532,34181.532,34181.532,34181.532,16782000.0,7144400.0,10250000.0,16531000.0,7043500.0,10084000.0,17242000.0,6507600.0,9698000.0,16752000.0,6541200.0,9655600.0,16774000.0,7140100.0,10244000.0,0.4513,-0.0528,0.3188,0.4688,-0.0,0.3282,-0.38,-1.6622,-0.7702,0.3799,-0.4465,0.1548,0.4464,-0.0001,0.3039,0.4531,-0.0476,0.3207,0.4938,-0.023,0.349,800
RocketTile_70,0.0,42.0,0.0,64.0,1.0,16.0,4.0,0.0,64.0,2.0,4.0,3.0,33238.5696,33238.5696,33238.5696,33238.5696,33238.5696,16686000.0,7146200.0,10283000.0,16483000.0,7079600.0,10163000.0,16980000.0,6673400.0,9840900.0,16505000.0,6701400.0,9804900.0,16679000.0,7143600.0,10279000.0,0.4485,-0.054,0.3156,0.4699,0.0,0.3354,-0.3215,-1.4626,-0.6861,0.3566,-0.4439,0.129,0.453,-0.0008,0.31,0.4511,-0.0503,0.3174,0.4992,-0.0242,0.3602,800
RocketTile_71,3.0,56.0,128.0,32.0,1.0,16.0,8.0,1.0,64.0,2.0,20.0,2.0,35052.264,35052.264,35052.264,35052.264,35052.264,17145000.0,7272400.0,10435000.0,16867000.0,7161100.0,10246000.0,17678000.0,6568100.0,9841200.0,17071000.0,6615500.0,9794300.0,17141000.0,7270000.0,10431000.0,0.3916,-0.0605,0.2576,0.4608,0.0,0.3228,-0.402,-1.6885,-0.7844,0.3934,-0.4309,0.1652,0.4502,-0.0017,0.3094,0.3939,-0.0522,0.2598,0.4781,-0.02,0.3392,800
RocketTile_72,6.0,28.0,0.0,32.0,4.0,32.0,4.0,1.0,64.0,2.0,4.0,1.0,45245.7518,45245.7518,45245.7518,45245.7518,45245.7518,22576000.0,9861600.0,13824000.0,22354000.0,9768000.0,13675000.0,22896000.0,9158300.0,13194000.0,22450000.0,9212300.0,13182000.0,22568000.0,9858600.0,13819000.0,0.3921,-0.0638,0.2649,0.4565,-0.0001,0.3252,-0.3213,-1.4757,-0.6781,0.377,-0.4546,0.1521,0.4389,-0.0058,0.2989,0.3939,-0.058,0.2659,0.4823,-0.0278,0.3489,800
RocketTile_73,9.0,42.0,0.0,32.0,1.0,24.0,4.0,1.0,64.0,1.0,24.0,1.0,26346.6403,26346.6403,26346.6403,26346.6403,26346.6403,11923000.0,4870600.0,7040600.0,11716000.0,4784700.0,6899300.0,12400000.0,4332900.0,6602900.0,11930000.0,4360000.0,6554400.0,11917000.0,4867500.0,7036200.0,0.437,-0.0524,0.3053,0.4647,-0.0,0.3195,-0.2561,-1.5208,-0.6477,0.3897,-0.4373,0.1553,0.4452,-0.0001,0.2959,0.441,-0.0467,0.3096,0.4886,-0.0261,0.353,800
RocketTile_74,0.0,14.0,512.0,64.0,4.0,16.0,8.0,1.0,32.0,4.0,4.0,1.0,56657.088,56657.088,56657.088,56657.088,56657.088,27247000.0,11768000.0,16449000.0,27036000.0,11678000.0,16307000.0,27555000.0,11037000.0,15803000.0,27149000.0,11101000.0,15807000.0,27238000.0,11765000.0,16444000.0,0.3553,-0.0589,0.2351,0.399,-0.0,0.2662,-0.3567,-1.6077,-0.7143,0.3662,-0.4269,0.1474,0.4215,-0.0005,0.2881,0.3573,-0.059,0.2366,0.4514,-0.0295,0.3239,800
RocketTile_75,3.0,0.0,0.0,64.0,2.0,32.0,8.0,1.0,32.0,2.0,20.0,1.0,37050.2827,37050.2827,37050.2827,37050.2827,37050.2827,17027000.0,7123500.0,10114000.0,16818000.0,7037900.0,9973600.0,17535000.0,6495900.0,9605600.0,17011000.0,6538500.0,9564000.0,17021000.0,7121400.0,10111000.0,0.4497,-0.051,0.318,0.4731,0.0,0.3392,-0.3319,-1.4994,-0.694,0.3791,-0.427,0.1622,0.4482,-0.0001,0.304,0.4515,-0.0426,0.319,0.51,-0.0262,0.3679,800
RocketTile_76,9.0,28.0,256.0,32.0,1.0,32.0,8.0,1.0,64.0,2.0,32.0,3.0,36511.7558,36511.7558,36511.7558,36511.7558,36511.7558,19319000.0,8405300.0,12051000.0,19043000.0,8291400.0,11864000.0,19947000.0,7712700.0,11494000.0,19320000.0,7748900.0,11430000.0,19309000.0,8400600.0,12044000.0,0.4461,-0.0935,0.3116,0.4498,0.0,0.3162,-0.2327,-1.4169,-0.5855,0.3711,-0.4707,0.1323,0.44,-0.0007,0.3021,0.4489,-0.0545,0.315,0.4705,-0.0373,0.3332,800
