Design,nRAS,nBTBEntries,nBHTEntries,nICacheSets,nICacheWays,nICacheTLBWays,MulDivUnroll,useVM,nDCacheSets,nDCacheWays,nDCacheTLBWays,nMSHRs,chipfinish_Total_Area,cts_Total_Area,floorplan_Total_Area,placement_Total_Area,route_Total_Area,chipfinish_Fast_Total_Power(nW),chipfinish_Slow_Total_Power(nW),chipfinish_Typical_Total_Power(nW),cts_Fast_Total_Power(nW),cts_Slow_Total_Power(nW),cts_Typical_Total_Power(nW),floorplan_Fast_Total_Power(nW),floorplan_Slow_Total_Power(nW),floorplan_Typical_Total_Power(nW),placement_Fast_Total_Power(nW),placement_Slow_Total_Power(nW),placement_Typical_Total_Power(nW),route_Fast_Total_Power(nW),route_Slow_Total_Power(nW),route_Typical_Total_Power(nW),chipfinish_FUNC_Fast_(Setup)_WNS,chipfinish_FUNC_Slow_(Setup)_WNS,chipfinish_FUNC_Typical_(Setup)_WNS,cts_FUNC_Fast_(Setup)_WNS,cts_FUNC_Slow_(Setup)_WNS,cts_FUNC_Typical_(Setup)_WNS,floorplan_FUNC_Fast_(Setup)_WNS,floorplan_FUNC_Slow_(Setup)_WNS,floorplan_FUNC_Typical_(Setup)_WNS,floorplan.zwlm_FUNC_Fast_(Setup)_WNS,floorplan.zwlm_FUNC_Slow_(Setup)_WNS,floorplan.zwlm_FUNC_Typical_(Setup)_WNS,placement_FUNC_Fast_(Setup)_WNS,placement_FUNC_Slow_(Setup)_WNS,placement_FUNC_Typical_(Setup)_WNS,route_FUNC_Fast_(Setup)_WNS,route_FUNC_Slow_(Setup)_WNS,route_FUNC_Typical_(Setup)_WNS,route.no_si_FUNC_Fast_(Setup)_WNS,route.no_si_FUNC_Slow_(Setup)_WNS,route.no_si_FUNC_Typical_(Setup)_WNS,Frequency
RocketTile_77,6.0,0.0,128.0,64.0,2.0,12.0,4.0,0.0,64.0,2.0,8.0,1.0,36712.6603,36712.6603,36712.6603,36712.6603,36712.6603,15972000.0,6495400.0,9285300.0,15817000.0,6438500.0,9190000.0,16310000.0,6062500.0,8886800.0,15827000.0,6070200.0,8827800.0,15967000.0,6493900.0,9282600.0,0.4322,-0.0597,0.2989,0.454,-0.0,0.3153,-0.3138,-1.5263,-0.6954,0.3496,-0.4477,0.1232,0.4076,-0.0004,0.2947,0.4347,-0.0527,0.3026,0.4931,-0.0353,0.3512,800
RocketTile_78,0.0,56.0,0.0,64.0,1.0,20.0,8.0,0.0,32.0,1.0,8.0,3.0,26767.0814,26767.0814,26767.0814,26767.0814,26767.0814,14266000.0,6209600.0,8950300.0,14107000.0,6147100.0,8848700.0,14760000.0,5776700.0,8615900.0,14245000.0,5799800.0,8567300.0,14263000.0,6208500.0,8948500.0,0.424,-0.0566,0.2912,0.4355,-0.0,0.2977,-0.2117,-1.3946,-0.5809,0.3619,-0.4477,0.1425,0.4377,-0.0001,0.3085,0.4263,-0.0522,0.2934,0.483,-0.0275,0.3482,800
RocketTile_79,12.0,28.0,512.0,64.0,1.0,32.0,4.0,1.0,64.0,1.0,8.0,3.0,33409.4328,33409.4328,33409.4328,33409.4328,33409.4328,18351000.0,7773800.0,11282000.0,18130000.0,7659600.0,11113000.0,18823000.0,7108900.0,10731000.0,18260000.0,7125100.0,10658000.0,18342000.0,7769300.0,11275000.0,0.4263,-0.056,0.3004,0.4667,-0.0,0.3245,-0.3138,-1.6337,-0.7131,0.3827,-0.4657,0.1387,0.4605,-0.0005,0.3246,0.4292,-0.0505,0.3039,0.4876,-0.0269,0.3492,800
RocketTile_80,0.0,42.0,128.0,32.0,1.0,12.0,8.0,1.0,64.0,2.0,24.0,3.0,34354.8029,34354.8029,34354.8029,34354.8029,34354.8029,17791000.0,7802600.0,11157000.0,17589000.0,7714400.0,11017000.0,18319000.0,7220800.0,10695000.0,17817000.0,7261200.0,10661000.0,17784000.0,7798700.0,11151000.0,0.4379,-0.058,0.3015,0.4732,-0.0,0.3278,-0.2061,-1.4456,-0.5821,0.3826,-0.4658,0.1387,0.4573,-0.0011,0.3133,0.443,-0.0512,0.3076,0.4809,-0.0291,0.338,800
RocketTile_81,9.0,14.0,0.0,32.0,2.0,4.0,4.0,0.0,32.0,4.0,4.0,1.0,37752.2856,37752.2856,37752.2856,37752.2856,37752.2856,18748000.0,8472800.0,11717000.0,18547000.0,8415900.0,11609000.0,19022000.0,8026200.0,11312000.0,18608000.0,8041700.0,11271000.0,18743000.0,8471300.0,11714000.0,0.4149,-0.0649,0.2812,0.4413,0.0,0.2998,-0.3219,-1.5349,-0.6927,0.3883,-0.4521,0.1538,0.4307,-0.0003,0.3004,0.4171,-0.0604,0.2836,0.4691,-0.0298,0.3221,800
RocketTile_82,9.0,28.0,512.0,32.0,1.0,28.0,8.0,0.0,32.0,2.0,12.0,1.0,27731.7403,27731.7403,27731.7403,27731.7403,27731.7403,14115000.0,6188000.0,8663200.0,13941000.0,6109800.0,8545100.0,14617000.0,5692400.0,8278000.0,14052000.0,5694900.0,8199100.0,14109000.0,6185600.0,8659600.0,0.4533,-0.0555,0.3145,0.4732,-0.0001,0.3301,-0.1912,-1.2489,-0.5181,0.3893,-0.4286,0.1655,0.4404,-0.0006,0.312,0.4556,-0.0481,0.3174,0.4915,-0.0297,0.3466,800
RocketTile_83,12.0,0.0,1024.0,32.0,1.0,20.0,8.0,0.0,64.0,2.0,24.0,3.0,31533.768,31533.768,31533.768,31533.768,31533.768,16300000.0,7142100.0,10229000.0,16133000.0,7082100.0,10124000.0,16703000.0,6695700.0,9825600.0,16194000.0,6732200.0,9791000.0,16294000.0,7139700.0,10225000.0,0.417,-0.0658,0.2842,0.4722,-0.0,0.3335,-0.4326,-1.6299,-0.8203,0.3695,-0.4303,0.1492,0.4408,-0.0005,0.3049,0.4193,-0.0616,0.2866,0.4988,-0.0271,0.3586,800
RocketTile_84,3.0,28.0,128.0,64.0,4.0,4.0,8.0,0.0,32.0,2.0,32.0,1.0,47920.9306,47920.9306,47920.9306,47920.9306,47920.9306,22799000.0,9616100.0,13550000.0,22628000.0,9544700.0,13437000.0,23292000.0,9042300.0,13090000.0,22798000.0,9067400.0,13045000.0,22791000.0,9613000.0,13545000.0,0.3838,-0.0549,0.2656,0.4277,-0.0,0.2998,-0.1945,-1.2983,-0.5368,0.3994,-0.4433,0.1671,0.452,-0.0011,0.3125,0.3871,-0.046,0.2693,0.437,-0.0276,0.3164,800
RocketTile_85,9.0,14.0,1024.0,64.0,4.0,16.0,8.0,0.0,32.0,4.0,4.0,2.0,57354.7406,57354.7406,57354.7406,57354.7406,57354.7406,30930000.0,13413000.0,18874000.0,30780000.0,13331000.0,18759000.0,573670000.0,376850000.0,467170000.0,573120000.0,376990000.0,467110000.0,30921000.0,13409000.0,18869000.0,0.3587,-0.0632,0.239,0.3689,0.0,0.2574,-187.4242,-373.7551,-227.8311,0.4006,-0.4305,0.1656,0.4165,-0.0001,0.2977,0.3588,-0.0538,0.2406,0.4568,-0.0306,0.3292,800
RocketTile_86,3.0,0.0,0.0,64.0,2.0,24.0,4.0,1.0,64.0,4.0,12.0,2.0,51358.6598,51358.6598,51358.6598,51358.6598,51358.6598,23625000.0,9895200.0,14076000.0,23349000.0,9799400.0,13914000.0,23769000.0,9180800.0,13401000.0,23390000.0,9233800.0,13398000.0,23619000.0,9892900.0,14072000.0,0.3807,-0.0571,0.2532,0.401,-0.0,0.2722,-0.3473,-1.7119,-0.7407,0.3913,-0.4519,0.1549,0.4065,-0.0005,0.2808,0.3833,-0.0452,0.2577,0.4419,-0.0213,0.316,800
RocketTile_87,12.0,42.0,128.0,32.0,4.0,4.0,8.0,0.0,64.0,4.0,32.0,2.0,55936.7266,55936.7266,55936.7266,55936.7266,55936.7266,28087000.0,12456000.0,17379000.0,27870000.0,12377000.0,17247000.0,28418000.0,11798000.0,16803000.0,27969000.0,11837000.0,16778000.0,28077000.0,12452000.0,17372000.0,0.4008,-0.0592,0.2683,0.4139,-0.0,0.2843,-0.3327,-1.5707,-0.6964,0.3709,-0.4726,0.1325,0.389,-0.0001,0.2688,0.4055,-0.0528,0.2765,0.4462,-0.0243,0.3111,800
RocketTile_88,9.0,28.0,256.0,64.0,4.0,32.0,8.0,1.0,32.0,4.0,8.0,1.0,58735.2168,58735.2168,58735.2168,58735.2168,58735.2168,28776000.0,12392000.0,17361000.0,28531000.0,12286000.0,17189000.0,29132000.0,11512000.0,16575000.0,28604000.0,11567000.0,16547000.0,28766000.0,12389000.0,17355000.0,0.3449,-0.0549,0.2303,0.3808,-0.0001,0.2622,-0.4841,-1.7134,-0.8265,0.3802,-0.4511,0.1551,0.4159,-0.0007,0.2991,0.3462,-0.0522,0.2311,0.4432,-0.0265,0.3205,800
RocketTile_89,3.0,14.0,128.0,32.0,1.0,4.0,8.0,1.0,32.0,4.0,8.0,3.0,39706.3368,39706.3368,39706.3368,39706.3368,39706.3368,22141000.0,10099000.0,14220000.0,21863000.0,10006000.0,14048000.0,22406000.0,9437600.0,13595000.0,21923000.0,9465100.0,13551000.0,22135000.0,10096000.0,14215000.0,0.4436,-0.0705,0.3092,0.4499,-0.0,0.3119,-0.3922,-1.6623,-0.7657,0.3913,-0.4516,0.1538,0.4457,-0.0002,0.3045,0.4476,-0.0447,0.3089,0.4906,-0.0249,0.3495,800
RocketTile_90,9.0,0.0,256.0,64.0,4.0,16.0,8.0,1.0,64.0,1.0,32.0,2.0,48512.4811,48512.4811,48512.4811,48512.4811,48512.4811,23682000.0,9857700.0,14106000.0,23471000.0,9767300.0,13966000.0,23896000.0,9086600.0,13409000.0,23511000.0,9153500.0,13422000.0,23675000.0,9854600.0,14101000.0,0.3794,-0.0531,0.2674,0.4284,0.0,0.3001,-0.2664,-1.4903,-0.6355,0.3855,-0.4486,0.1479,0.4536,-0.0001,0.3164,0.3805,-0.0494,0.2686,0.506,-0.0273,0.3577,800
RocketTile_91,9.0,28.0,128.0,32.0,1.0,8.0,8.0,1.0,32.0,4.0,32.0,3.0,40290.719,40290.719,40290.719,40290.719,40290.719,22421000.0,10224000.0,14385000.0,22120000.0,10121000.0,14200000.0,22746000.0,9492700.0,13720000.0,22250000.0,9534700.0,13686000.0,22409000.0,10218000.0,14377000.0,0.3747,-0.0553,0.2483,0.4199,-0.0001,0.2859,-0.3437,-1.5376,-0.6925,0.3616,-0.4864,0.1168,0.4267,-0.0003,0.2958,0.375,-0.0502,0.2489,0.446,-0.0245,0.3166,800
RocketTile_92,12.0,0.0,128.0,64.0,4.0,8.0,8.0,1.0,32.0,2.0,20.0,2.0,50621.6088,50621.6088,50621.6088,50621.6088,50621.6088,25285000.0,10665000.0,15215000.0,25061000.0,10579000.0,15075000.0,25510000.0,10022000.0,14595000.0,25117000.0,10088000.0,14606000.0,25278000.0,10662000.0,15211000.0,0.3375,-0.06,0.2249,0.4216,0.0,0.2918,-0.0725,-1.2122,-0.3858,0.3686,-0.4354,0.1504,0.4387,-0.0018,0.3111,0.3398,-0.0563,0.2274,0.453,-0.028,0.3387,800
RocketTile_93,0.0,56.0,128.0,32.0,4.0,32.0,8.0,0.0,64.0,2.0,4.0,2.0,43767.3542,43767.3542,43767.3542,43767.3542,43767.3542,22756000.0,10155000.0,14201000.0,22623000.0,10094000.0,14111000.0,23102000.0,9620200.0,13744000.0,22671000.0,9658600.0,13722000.0,22750000.0,10153000.0,14197000.0,0.3683,-0.0657,0.2561,0.3978,0.0,0.2715,-0.3406,-1.5466,-0.7211,0.3615,-0.4367,0.1407,0.4441,-0.0,0.3024,0.3704,-0.0608,0.2586,0.4595,-0.025,0.3443,800
RocketTile_94,3.0,14.0,512.0,32.0,1.0,8.0,8.0,1.0,64.0,2.0,16.0,2.0,34160.4648,34160.4648,34160.4648,34160.4648,34160.4648,17475000.0,7542800.0,10743000.0,17264000.0,7447000.0,10591000.0,17971000.0,6904200.0,10194000.0,17443000.0,6915300.0,10129000.0,17466000.0,7538300.0,10736000.0,0.4239,-0.0472,0.2871,0.4418,0.0,0.3117,-0.4191,-1.6641,-0.7949,0.3843,-0.4387,0.1593,0.4464,-0.0003,0.3063,0.4255,-0.0401,0.2898,0.4728,-0.0264,0.3305,800
RocketTile_95,12.0,14.0,512.0,64.0,1.0,32.0,8.0,0.0,64.0,4.0,24.0,3.0,45173.029,45173.029,45173.029,45173.029,45173.029,22614000.0,9846600.0,13924000.0,22425000.0,9768900.0,13797000.0,22942000.0,9237300.0,13368000.0,22368000.0,9250000.0,13303000.0,22605000.0,9842300.0,13918000.0,0.3687,-0.0597,0.2373,0.3971,-0.0001,0.2639,-0.3063,-1.4584,-0.6482,0.3836,-0.4479,0.1563,0.4144,-0.0011,0.2896,0.3659,-0.0553,0.2401,0.4335,-0.0331,0.3039,800
RocketTile_96,9.0,42.0,512.0,64.0,1.0,32.0,8.0,1.0,64.0,1.0,12.0,3.0,33794.388,33794.388,33794.388,33794.388,33794.388,18850000.0,7816300.0,11429000.0,18626000.0,7704500.0,11256000.0,18991000.0,7150400.0,10797000.0,18396000.0,7160200.0,10719000.0,18846000.0,7814300.0,11426000.0,0.4426,-0.0555,0.3068,0.4549,0.0,0.3119,-0.3169,-1.5013,-0.6681,0.3742,-0.4815,0.1284,0.4336,-0.0016,0.2952,0.4451,-0.0498,0.3104,0.4855,-0.0217,0.3483,800
RocketTile_97,0.0,56.0,1024.0,64.0,1.0,12.0,8.0,0.0,64.0,1.0,24.0,2.0,26785.741,26785.741,26785.741,26785.741,26785.741,12664000.0,5270900.0,7631900.0,12519000.0,5216100.0,7541800.0,13130000.0,4849800.0,7289700.0,12629000.0,4873500.0,7242900.0,12661000.0,5269900.0,7630200.0,0.4365,-0.0526,0.3051,0.4692,-0.0,0.3275,-0.3507,-1.6204,-0.7423,0.3624,-0.4403,0.1389,0.4381,-0.0006,0.304,0.4404,-0.0476,0.3093,0.4848,-0.0223,0.3488,800
RocketTile_98,9.0,0.0,512.0,64.0,4.0,12.0,8.0,0.0,32.0,4.0,24.0,1.0,53962.128,53962.128,53962.128,53962.128,53962.128,25969000.0,11193000.0,15661000.0,25817000.0,11128000.0,15560000.0,26068000.0,10630000.0,15094000.0,25751000.0,10675000.0,15101000.0,25962000.0,11190000.0,15656000.0,0.3522,-0.0561,0.2427,0.4329,-0.0,0.3066,-0.364,-1.5919,-0.7397,0.3913,-0.4267,0.1712,0.4184,-0.0001,0.2789,0.3552,-0.0525,0.2474,0.4279,-0.0252,0.3059,800
RocketTile_99,3.0,42.0,0.0,64.0,2.0,20.0,4.0,0.0,64.0,4.0,24.0,1.0,47030.6362,47030.6362,47030.6362,47030.6362,47030.6362,20047000.0,8341700.0,11739000.0,19891000.0,8279800.0,11639000.0,20419000.0,7873900.0,11342000.0,19999000.0,7900700.0,11311000.0,20041000.0,8339600.0,11736000.0,0.4337,-0.056,0.2978,0.455,0.0,0.3163,-0.248,-1.4202,-0.5963,0.3725,-0.4791,0.1287,0.4365,-0.0005,0.3137,0.4367,-0.0512,0.3026,0.4954,-0.0248,0.3557,800
RocketTile_100,6.0,42.0,128.0,32.0,1.0,8.0,8.0,0.0,32.0,1.0,12.0,1.0,23918.9328,23918.9328,23918.9328,23918.9328,23918.9328,11138000.0,4723800.0,6720300.0,10963000.0,4648400.0,6603600.0,11814000.0,4294100.0,6438400.0,11306000.0,4314000.0,6384300.0,11134000.0,4722000.0,6717600.0,0.4427,-0.0685,0.3167,0.4533,0.0,0.3209,-0.2482,-1.4747,-0.6304,0.3786,-0.4431,0.1574,0.4418,-0.0001,0.2898,0.444,-0.0595,0.3188,0.4853,-0.026,0.3452,800
RocketTile_101,6.0,0.0,128.0,32.0,1.0,20.0,8.0,1.0,64.0,1.0,32.0,1.0,26346.6403,26346.6403,26346.6403,26346.6403,26346.6403,11954000.0,4880000.0,7057000.0,11728000.0,4794500.0,6913600.0,12402000.0,4347500.0,6614900.0,11884000.0,4357300.0,6541800.0,11948000.0,4877100.0,7052900.0,0.441,-0.0558,0.3028,0.4628,-0.0001,0.3243,-0.3528,-1.5916,-0.7434,0.3827,-0.4649,0.1389,0.4434,-0.0009,0.3034,0.4436,-0.0486,0.3064,0.4935,-0.0221,0.35,800
RocketTile_102,9.0,56.0,256.0,64.0,2.0,4.0,4.0,1.0,64.0,2.0,28.0,1.0,41472.288,41472.288,41472.288,41472.288,41472.288,18623000.0,7627800.0,10864000.0,18386000.0,7523800.0,10703000.0,19125000.0,6882800.0,10252000.0,18693000.0,6939800.0,10248000.0,18616000.0,7625200.0,10860000.0,0.4338,-0.0569,0.3079,0.4609,-0.0,0.3216,-0.2487,-1.4938,-0.6232,0.3815,-0.4421,0.1537,0.4121,-0.0004,0.2894,0.4357,-0.0454,0.3105,0.4985,-0.0227,0.3592,800
RocketTile_103,0.0,28.0,1024.0,64.0,1.0,12.0,8.0,1.0,32.0,1.0,16.0,2.0,28044.3557,28044.3557,28044.3557,28044.3557,28044.3557,13959000.0,5850500.0,8484200.0,13729000.0,5763100.0,8338000.0,14375000.0,5287700.0,8008100.0,13874000.0,5300800.0,7942300.0,13952000.0,5847200.0,8479500.0,0.3794,-0.0607,0.2677,0.4664,-0.0,0.3277,-0.3114,-1.534,-0.68,0.3872,-0.4516,0.155,0.4332,-0.0008,0.2896,0.3804,-0.0537,0.2699,0.5052,-0.0269,0.3591,800
RocketTile_104,3.0,0.0,512.0,64.0,4.0,4.0,8.0,0.0,64.0,4.0,8.0,2.0,61110.0648,61110.0648,61110.0648,61110.0648,61110.0648,28433000.0,11961000.0,16898000.0,28258000.0,11898000.0,16793000.0,28632000.0,11388000.0,16365000.0,28166000.0,11408000.0,16324000.0,28423000.0,11957000.0,16892000.0,0.3566,-0.0517,0.2407,0.4001,-0.0,0.2715,-0.4806,-1.8034,-0.9005,0.3606,-0.4281,0.1339,0.3964,-0.0006,0.2707,0.3604,-0.0458,0.2427,0.4292,-0.0235,0.3089,800
RocketTile_105,12.0,14.0,128.0,32.0,2.0,4.0,8.0,1.0,64.0,1.0,20.0,2.0,33280.1568,33280.1568,33280.1568,33280.1568,33280.1568,17113000.0,7356100.0,10527000.0,16898000.0,7267200.0,10382000.0,17621000.0,6735800.0,10016000.0,17131000.0,6776700.0,9982900.0,17108000.0,7354100.0,10524000.0,0.4312,-0.0569,0.2995,0.45,-0.0,0.3148,-0.1831,-1.4164,-0.5333,0.3732,-0.4627,0.1355,0.4385,-0.0021,0.2944,0.4344,-0.05,0.3037,0.4732,-0.0254,0.3328,800
RocketTile_106,6.0,28.0,1024.0,64.0,1.0,12.0,8.0,0.0,64.0,4.0,8.0,2.0,44452.859,44452.859,44452.859,44452.859,44452.859,22077000.0,9583000.0,13467000.0,21929000.0,9504700.0,13355000.0,565360000.0,373070000.0,461960000.0,564740000.0,373180000.0,461860000.0,22067000.0,9578400.0,13460000.0,0.3813,-0.0637,0.2809,0.4385,0.0,0.3046,-187.5161,-373.6145,-227.7067,0.3885,-0.4577,0.1466,0.4264,-0.0003,0.2884,0.3957,-0.0588,0.2927,0.4787,-0.0253,0.3434,800
RocketTile_107,0.0,42.0,128.0,64.0,2.0,28.0,8.0,0.0,32.0,1.0,32.0,2.0,31679.8978,31679.8978,31679.8978,31679.8978,31679.8978,15398000.0,6505400.0,9309800.0,15275000.0,6447800.0,9223000.0,15826000.0,6028700.0,8923900.0,15350000.0,6051600.0,8880000.0,15394000.0,6503800.0,9307300.0,0.4097,-0.0614,0.2903,0.4514,0.0,0.3075,-0.4421,-1.7273,-0.8365,0.3605,-0.4472,0.1354,0.4193,0.0,0.2893,0.4127,-0.056,0.2935,0.4878,-0.0265,0.3421,800
RocketTile_108,12.0,14.0,0.0,64.0,4.0,8.0,8.0,0.0,32.0,2.0,4.0,3.0,49365.949,49365.949,49365.949,49365.949,49365.949,25698000.0,11093000.0,15743000.0,25540000.0,11027000.0,15642000.0,26008000.0,10517000.0,15233000.0,25463000.0,10550000.0,15186000.0,25688000.0,11089000.0,15737000.0,0.3207,-0.0677,0.2178,0.3915,-0.0,0.2718,-0.459,-1.7086,-0.8509,0.37,-0.4399,0.1472,0.4116,-0.0001,0.293,0.323,-0.0497,0.2204,0.4416,-0.0263,0.321,800
RocketTile_109,0.0,56.0,128.0,32.0,2.0,24.0,4.0,1.0,32.0,2.0,32.0,3.0,36154.9267,36154.9267,36154.9267,36154.9267,36154.9267,20292000.0,9167000.0,12985000.0,20069000.0,9080600.0,12842000.0,20778000.0,8533800.0,12462000.0,20292000.0,8580100.0,12432000.0,20287000.0,9165300.0,12982000.0,0.4473,-0.0515,0.3118,0.4649,0.0,0.3207,-0.1596,-1.2936,-0.5064,0.3982,-0.4374,0.1669,0.4485,-0.0,0.308,0.4493,-0.0472,0.3166,0.4889,-0.0229,0.3458,800
RocketTile_110,3.0,42.0,1024.0,32.0,1.0,20.0,8.0,0.0,64.0,1.0,8.0,1.0,26194.9291,26194.9291,26194.9291,26194.9291,26194.9291,13466000.0,5871000.0,8260300.0,13307000.0,5793700.0,8144200.0,557040000.0,369450000.0,456910000.0,556500000.0,369570000.0,456840000.0,13462000.0,5868900.0,8257200.0,0.4491,-0.0479,0.3152,0.4559,-0.0,0.3221,-187.2621,-373.5805,-227.5918,0.4024,-0.4296,0.1674,0.4462,-0.0023,0.3047,0.4513,-0.0403,0.3174,0.4888,-0.0198,0.3483,800
RocketTile_111,3.0,28.0,0.0,32.0,2.0,32.0,4.0,1.0,32.0,2.0,20.0,3.0,36354.8462,36354.8462,36354.8462,36354.8462,36354.8462,20642000.0,9198600.0,13129000.0,20410000.0,9108400.0,12979000.0,20835000.0,8505200.0,12446000.0,20376000.0,8561000.0,12432000.0,20637000.0,9196700.0,13126000.0,0.4321,-0.0551,0.2947,0.4561,-0.0,0.3181,-0.1382,-1.2553,-0.4775,0.3902,-0.4459,0.1568,0.439,-0.0018,0.3021,0.4344,-0.0483,0.3005,0.4865,-0.0259,0.3428,800
RocketTile_112,0.0,56.0,128.0,32.0,2.0,20.0,8.0,1.0,64.0,4.0,8.0,1.0,46271.232,46271.232,46271.232,46271.232,46271.232,20760000.0,8923500.0,12483000.0,20538000.0,8837300.0,12345000.0,21188000.0,8293500.0,11959000.0,20765000.0,8336400.0,11939000.0,20755000.0,8921600.0,12480000.0,0.3649,-0.0587,0.2584,0.4207,-0.0,0.2933,-0.3657,-1.6463,-0.7631,0.3878,-0.4453,0.1491,0.4177,-0.0023,0.2903,0.3657,-0.052,0.2594,0.4768,-0.0285,0.3501,800
RocketTile_113,6.0,14.0,0.0,64.0,2.0,16.0,4.0,0.0,64.0,2.0,4.0,2.0,38161.427,38161.427,38161.427,38161.427,38161.427,17617000.0,7355100.0,10506000.0,17445000.0,7297300.0,10406000.0,18054000.0,6905300.0,10135000.0,17551000.0,6925400.0,10085000.0,17611000.0,7353000.0,10502000.0,0.3926,-0.0637,0.2757,0.4346,-0.0001,0.2988,-0.3733,-1.607,-0.7514,0.3671,-0.4366,0.1444,0.4359,-0.0032,0.2968,0.3932,-0.0584,0.2786,0.4765,-0.0232,0.3503,800
RocketTile_114,3.0,28.0,0.0,64.0,2.0,24.0,4.0,1.0,64.0,4.0,32.0,1.0,49833.6408,49833.6408,49833.6408,49833.6408,49833.6408,21757000.0,9012500.0,12741000.0,21511000.0,8924000.0,12594000.0,21933000.0,8286200.0,12067000.0,21534000.0,8342100.0,12062000.0,21750000.0,9009800.0,12736000.0,0.3673,-0.0757,0.2401,0.4619,-0.0001,0.3227,-0.2029,-1.3546,-0.5629,0.3769,-0.4415,0.1576,0.4565,-0.0001,0.3138,0.3679,-0.0712,0.2415,0.486,-0.0515,0.346,800
RocketTile_115,0.0,28.0,256.0,32.0,4.0,32.0,4.0,0.0,64.0,2.0,32.0,1.0,42214.8384,42214.8384,42214.8384,42214.8384,42214.8384,21001000.0,9241400.0,12903000.0,20875000.0,9184100.0,12818000.0,21356000.0,8762600.0,12480000.0,20887000.0,8784400.0,12434000.0,20995000.0,9238900.0,12900000.0,0.4329,-0.0563,0.2985,0.4287,0.0,0.2976,-0.193,-1.3347,-0.5432,0.3513,-0.444,0.1264,0.4178,-0.0013,0.2954,0.436,-0.0492,0.304,0.4882,-0.0229,0.341,800
RocketTile_116,12.0,56.0,128.0,32.0,4.0,12.0,8.0,0.0,32.0,4.0,24.0,1.0,49158.2045,49158.2045,49158.2045,49158.2045,49158.2045,25749000.0,11676000.0,16132000.0,25534000.0,11599000.0,16003000.0,26072000.0,11033000.0,15565000.0,25606000.0,11079000.0,15547000.0,25740000.0,11672000.0,16126000.0,0.2798,-0.0562,0.1841,0.3615,0.0,0.2479,-0.3303,-1.5603,-0.6919,0.3934,-0.4485,0.1563,0.3983,-0.0019,0.2748,0.2804,-0.0476,0.185,0.4153,-0.0231,0.308,800
RocketTile_117,12.0,0.0,128.0,32.0,1.0,8.0,8.0,1.0,64.0,1.0,24.0,1.0,26043.6557,26043.6557,26043.6557,26043.6557,26043.6557,11842000.0,4840900.0,7006100.0,11632000.0,4759200.0,6868400.0,12252000.0,4313400.0,6549700.0,11753000.0,4330700.0,6489900.0,11838000.0,4839100.0,7003500.0,0.4295,-0.0593,0.3065,0.4494,-0.0,0.3043,-0.2046,-1.3891,-0.567,0.3766,-0.4581,0.1377,0.4566,-0.0011,0.308,0.4309,-0.0516,0.3083,0.4756,-0.0261,0.3366,800
